Wojewodztwo,Miejscowosc,Kategoria_PL,Kategoria_FR,Nazwa
BIAŁOSTOCKIE,Gródek,Piwiarnie,"brasseries débit",XKapłan R.
BIAŁOSTOCKIE,Gródek,Piwiarnie,"brasseries débit",Kulpowicz A.
BIAŁOSTOCKIE,Gródek,Przedzalnie,filatures,Lande R.
BIAŁOSTOCKIE,Gródek,Restauracje,restaurants,Kośczukowa Z.
BIAŁOSTOCKIE,Gródek,Rymarze,bourreliers,Frydman E.
BIAŁOSTOCKIE,Gródek,Rzeźnicy,bouchers,xAbram P.
BIAŁOSTOCKIE,Gródek,Rzeźnicy,bouchers,Brustin M .
BIAŁOSTOCKIE,Gródek,Rzeźnicy,bouchers,xKapłan G .
BIAŁOSTOCKIE,Gródek,Rzeźnicy,bouchers,xKrejsza K.
BIAŁOSTOCKIE,Gródek,Rzeźnicy,bouchers,Mostowlański L.
BIAŁOSTOCKIE,Gródek,Rzeźnicy,bouchers,Prużański Sz.
BIAŁOSTOCKIE,Gródek,Rzeźnicy,bouchers,Satyr S.
BIAŁOSTOCKIE,Gródek,Rzeźnicy,bouchers,Wołczański P.
BIAŁOSTOCKIE,Gródek,Skóry,cuirs,Sarapin.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Bejlic P.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Fajneman F.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Gorska J.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Kagan D.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Kapcewicz K.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Kapłan B.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,xKarp Sz
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Nowinska F.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,xSatyr A.
BIAÁŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Sawicka
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,xSpołdzielnia Rolniczo-Handlowa
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Stocki A .
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,XSzu-ster
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Wajs E.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Załucka M.
BIAŁOSTOCKIE,Gródek,Spożywcze artykuly,comestibles,Zvnberg S.
BIAŁOSTOCKIE,Gródek,Stolarze,menuisiers,Kopcewicz Sz.
BIAŁOSTOCKIE,Gródek,Stolarze,menuisiers,Narewski W.
BIAŁOSTOCKIE,Gródek,Stolarze,menuisiers,Wolman I
BIAŁOSTOCKIE,Gródek,"Sukno -fabryki",fabr. de draperie,Amudarski Faj.
BIAŁOSTOCKIE,Gródek,"Sukno -fabryki",fabr. de draperie,"xGródecka Wełniana Manufaktura, Sp. z o. o."
BIAŁOSTOCKIE,Gródek,"Sukno - wykończalnie",appreteurs en draperie,xŁuński A. i Ska
BIAŁOSTOCKIE,Gródek,"Sukno - wykończalnie",appreteurs en draperie,Prużański
BIAŁOSTOCKIE,Gródek,"Sukno - wykończalnie",appreteurs en draperie,xRepelski Z.
BIAŁOSTOCKIE,Gródek,Szewcy,cordonniers,Chajet I
BIAŁOSTOCKIE,Gródek,Szewcy,cordonniers,Jankielewicz J.
BIAŁOSTOCKIE,Gródek,Szewcy,cordonniers,Jedwab A.
BIAŁOSTOCKIE,Gródek,Szewcy,cordonniers,Kagan A.
BIAŁOSTOCKIE,Gródek,Szewcy,cordonniers,Mordecki Ch.
BIAŁOSTOCKIE,Gródek,Szewcy,cordonniers,Zapilański Ch.
BIAŁOSTOCKIE,Gródek,Slusarze,serruriers,Chajet A.
BIAŁOSTOCKIE,Gródek,Slusarze,serruriers,Szkolnik B.
BIAŁOSTOCKIE,Gródek,Tapety,"papiers peints",xNowowolska M.
BIAŁOSTOCKIE,Gródek,Tapicerzy,tapissiers,Blanksztajn.
BIAŁOSTOCKIE,Gródek,Tartaki,scieries,„Standard"", wł. Tramer L. (par)."
BIAŁOSTOCKIE,Gródek,Tokarze,tourneurs,Gabaj N.
BIAŁOSTOCKIE,Gródek,Tytoniowe wyroby,tabacs,Przekupień
BIAŁOSTOCKIE,Gródek,Tytoniowe wyroby,tabacs,Różański
BIAŁOSTOCKIE,Gródek,Tytoniowe wyroby,tabacs,Wojtkowski.
BIAŁOSTOCKIE,Gródek,Wędliny,charcutiers,Naliwajko.
BIAŁOSTOCKIE,Gródek,"Woda sodowa-fabr.","fabr. d'eaux gazeuses",Macew.
BIAŁOSTOCKIE,Gródek,Wyrzynk trunkow,spiritueux,xKościuszko Z.
BIAŁOSTOCKIE,Gródek,Zegarmistrze,Horlogers,"Białostocki N., pl. Batorego 1"
BIAŁOSTOCKIE,Gródek,Zegarmistrze,Horlogers,"Burde B., Mostowa 1"
BIAŁOSTOCKIE,Gródek,Zegarmistrze,Horlogers,"Cheszes M., Dominikańska 20"
BIAŁOSTOCKIE,Gródek,Żelazne wyroby,quincailliers,"Eber, Mieszczańska 4"
BIAŁOSTOCKIE,Gródek,Żelazne wyroby,quincailliers,Motoz (R.).
BIAŁOSTOCKIE,Hajnówka,Lekarze,médecins,Jabłonowska-Kazaczynska Halina dr.
BIAŁOSTOCKIE,Hajnówka,Lekarze,médecins,Kuczyński Zygmunt dr.
BIAŁOSTOCKIE,Hajnówka,Lekarze,médecins,Rakowiecki Tadeusz dr.
BIAŁOSTOCKIE,Hajnówka,Lekarze dentyści,"médecins dentistes",Kamińska M.
BIAŁOSTOCKIE,Hajnówka,Mlyny,moulins,Amdurski (par).
BIAŁOSTOCKIE,Hajnówka,Mlyny,moulins,Szymański.
BIAŁOSTOCKIE,Hajnówka,Piwiarnie,"brasseries-debit",Naliwajko K. (W.).
BIAŁOSTOCKIE,Hajnówka,Rzeźnicy,bouchers,Jachura T. (W.)
BIAŁOSTOCKIE,Hajnówka,Rzeźnicy,bouchers,Tarasiewicz D. (W.).
BIAŁOSTOCKIE,Hajnówka,Spożywcze art.,comestibles,Pawłuszewicz K. (W.)
BIAŁOSTOCKIE,Hajnówka,Spożywcze art.,comestibles,Szyfer M. (W.).
BIAŁOSTOCKIE,Hajnówka,Tartaki,scieries,Heller Z. i Tramer L. (W.)
BIAŁOSTOCKIE,Hajnówka,Tartaki,scieries,XWarszawskie Tow. Przemysłu Drzewnego, S. A.
BIAŁOSTOCKIE,Grodzisk,Akuszerki,"sages-femmes",Budkowska M.
BIAŁOSTOCKIE,Grodzisk,Akuszerki,"sages-femmes","Dardińska Stanisl., Graudzicka 7"
BIAŁOSTOCKIE,Grodzisk,Apteki,pharmacies,xGliński A. i Ska.
BIAŁOSTOCKIE,Grodzisk,Blawaty,tissus,XDymiński W.
BIAŁOSTOCKIE,Grodzisk,Budowlane przedsięb.,"entreprises de constructions",XBudownictwo Polskie. oddz.
BIAŁOSTOCKIE,Grodzisk,Cieśle,charpentiers,Krawczyk W.
BIAŁOSTOCKIE,Grodzisk,Drzewo,bois,xPlutycki M.
BIAŁOSTOCKIE,Grodzisk,Drzewo,bois,xPlutycki W.
BIAŁOSTOCKIE,Grodzisk,Drzewo,bois,Rabinowicz J.
BIAŁOSTOCKIE,Grodzisk,Drzewo,bois,xSawicki J.
BIAŁOSTOCKIE,Grodzisk,Drzewo,bois,"Sawicki P ."
BIAŁOSTOCKIE,Grodzisk,Drzewo,bois,Torgowla J.
BIAŁOSTOCKIE,Grodzisk,Drzewo - destylacja,distillation du bois,xLeśny Przemysł Chemiczny, S. A.
BIAŁOSTOCKIE,Grodzisk,Drzewo - destylacja,distillation du bois,Towarzystwo Polskie Gazownicze
BIAŁOSTOCKIE,Grodzisk,Felczerzy,"barbiers-chirurgiens",Jałowiecki F.
BIAŁOSTOCKIE,Grodzisk,Felczerzy,"barbiers-chirurgiens",Krasiński A.
BIAŁOSTOCKIE,Grodzisk,Fryzjerzy,coiffeurs,Hajduczenia K.
BIAŁOSTOCKIE,Grodzisk,Galanterja,mercerie,Sztejnberg C.
BIAŁOSTOCKIE,Grodzisk,Herbaciarnie,"débits de the",Dworecki W.
BIAŁOSTOCKIE,Grodzisk,Herbaciarnie,"débits de the",Żorochowicz G.
BIAŁOSTOCKIE,Grodzisk,Jadlodajnie,restaurants,xWoźniak J.
BIAŁOSTOCKIE,Grodzisk,Kamasznicy,"tiges p. chaussures",Kryńska B.
BIAŁOSTOCKIE,Grodzisk,Kamasznicy,"tiges p. chaussures",Lew.
BIAŁOSTOCKIE,Grodzisk,"Kasy pożyczk .- oszczędn.","caisses d'emprunt et d'epargne",XKasa Stefczyka.
BIAŁOSTOCKIE,Grodzisk,Kawiarnie,cafés,Hajduczenia A.
BIAŁOSTOCKIE,Grodzisk,Kooperatywy,cooperatives,xKooperatywa Kolejek Leśnych
BIAŁOSTOCKIE,Grodzisk,Kooperatywy,cooperatives,xSpółdzielnia Stow. Spożywców.
BIAŁOSTOCKIE,Grodzisk,Kowale,forgerons,Bachrach J.
BIAŁOSTOCKIE,Grodzisk,Kowale,forgerons,Sapiejko J.
BIAŁOSTOCKIE,Grodzisk,Krawcy,tailleurs,Stępniewski O.
BIAŁOSTOCKIE,Grodzisk,Leśne produkty,produits forestiers,„Płody Leśne”"", wł. Radzimiński W. i Tuziński H."
BIAŁOSTOCKIE,Grodzisk,Manufaktura,tissus,xEpsztejn Sz
BIAŁOSTOCKIE,Grodzisk,Mlyny,moulins,Andrzejewski F. (S.)
BIAŁOSTOCKIE,Grodzisk,Mlyny,moulins,Korczuk J. (C. C.)
BIAŁOSTOCKIE,Grodzisk,Mlyny,moulins,Moczulski H. (Z. P.)
BIAŁOSTOCKIE,Grodzisk,Mlyny,moulins,Niemyjski M. (M.)
BIAŁOSTOCKIE,Grodzisk,Mlyny,moulins,Sawicki F. (D).
BIAŁOSTOCKIE,Grodzisk,Murarze,maçons,Balejko P
BIAŁOSTOCKIE,Grodzisk,Olejarnie,huileries,Falkowski B.
BIAŁOSTOCKIE,Grodzisk,Spożywcze artykuly,comestibles,xKejles R.
BIAŁOSTOCKIE,Grodzisk,Spożywcze artykuly,comestibles,Kobus J.
BIAŁOSTOCKIE,Grodzisk,Spożywcze artykuly,comestibles,Markow.
BIAŁOSTOCKIE,Grodzisk,Spożywcze artykuly,comestibles,Bulkowski D.
BIAŁOSTOCKIE,Grodzisk,Spożywcze artykuly,comestibles,xOlszewski Cz.
BIAŁOSTOCKIE,Grodzisk,Spożywcze artykuly,comestibles,Tołwiński A. (Cz.)
BIAŁOSTOCKIE,Grodzisk,Spożywcze artykuly,comestibles,Włodarczyk Fr. (S.).
BIAŁOSTOCKIE,Grodzisk,Stolarze,menuisiers,PotegaJ.(D.)
BIAŁOSTOCKIE,Grodzisk,Stolarze,menuisiers,Szczepanik Fr.
BIAŁOSTOCKIE,Grodzisk,Stolarze,menuisiers,Zabicki W.
BIAŁOSTOCKIE,Grodzisk,Szewcy,cordonniers,Wojenek J
BIAŁOSTOCKIE,Grodzisk,Tartaki,scieries,Finkelsztajn (par) (Drochlin).
BIAŁOSTOCKIE,Grodzisk,Wiatraki,"moulins à vent",Nemyjski J.
BIAŁOSTOCKIE,Grodzisk,Wyszynk trunków,spiritueux,XWasilewski P.
